entname,enttypename,entid,enttypeid,byif_out_util_max,byif_in_util_pct10,byif_name,byif_out_util_pct10,byif_latency_c_avg,description,byif_com_speed_c,byif_out_bit_rate,byif_latency_c_max,byif_out_util_count,byif_out_util_avg,byif_bandwidth,byif_in_bit_rate,byif_errors_c,byif_in_util_count,byif_in_error_c,byif_in_util_avg,byif_in_util_max,byif_desc,location_site,byif_out_error_c
MI516,Network - Device,52101,sys:net:dev,0,0,LTE,0,6.328,Branch,DNI-2 W,0,32,48,0,8192000,0,0,48,0,0,0,LTE,MELZO,0
MI233,Network - Device,26245,sys:net:dev,1.771,0.074,CPE2,0.055,7.041,Branch,DNI-3,513017.156,9,24,0.512,100000000,998574.739,0,24,0,0.998,4.785,Ethernet0/2/0_100,LEGNANO - UBI,0
MI233,Network - Device,26245,sys:net:dev,3.321,0.062,CPE1,0.068,6.083,Branch,DNI-3,412279.885,7,24,0.412,100000000,905239.625,0,24,0,0.905,7.098,Ethernet0/2/0_100,LEGNANO - UBI,0
MI233,Network - Device,26245,sys:net:dev,0,0,LTE,0,7.02,Branch,DNI-3,0,8,24,0,100000000,0,0,24,0,0,0,LTE,LEGNANO - UBI,0
MI160,Network - Device,27781,sys:net:dev,1.609,0.063,CPE2,0.046,8.85,Branch,DNI-3,206964.114,12,72,0.206,100000000,385253.583,0,72,0,0.385,2.713,Ethernet0/2/0_100,CASTANO PRIMO,0
MI160,Network - Device,27781,sys:net:dev,3.326,0.079,CPE1,0.1,8.663,Branch,DNI-3,278575.944,12,72,0.278,100000000,311607.336,0,72,0,0.311,3.504,Ethernet0/2/0_100,CASTANO PRIMO,0
MI160,Network - Device,27781,sys:net:dev,0,0,LTE,0,8.628,Branch,DNI-3,0,12,72,0,100000000,0,0,72,0,0,0,LTE,CASTANO PRIMO,0
MI182,Network - Device,66312,sys:net:dev,1.136,0.061,CPE2,0.043,6.003,Branch,DNI-3,145858.322,7,72,0.145,100000000,243820.423,0,72,0,0.243,2.184,Ethernet0/2/0_100,LISSONE LIBERTA',0
MI182,Network - Device,66312,sys:net:dev,2.054,0.103,CPE1,0.098,6.069,Branch,DNI-3,238717.517,11,72,0.238,100000000,348703.381,0,72,0,0.348,3.486,Ethernet0/2/0_100,LISSONE LIBERTA',0
MI182,Network - Device,66312,sys:net:dev,0,0,LTE,0,6.045,Branch,DNI-3,0,12,72,0,100000000,0,0,72,0,0,0,LTE,LISSONE LIBERTA',0
MI193,Network - Device,45322,sys:net:dev,0.709,0.172,CPE2,0.077,11.458,Branch,DNI-3,156913.906,192,24,0.156,100000000,315542.791,0,24,0,0.315,1.451,Ethernet0/2/0_100,NOVATE MILANESE CHIESA,0
MI193,Network - Device,45322,sys:net:dev,0.853,0.101,CPE1,0.09,17.354,Branch,DNI-3,206055.822,19,24,0.206,100000000,226997.895,0,24,0,0.227,1.263,Ethernet0/2/0_100,NOVATE MILANESE CHIESA,0
MI193,Network - Device,45322,sys:net:dev,0,0,LTE,0,17.885,Branch,DNI-3,0,19,24,0,100000000,0,0,24,0,0,0,LTE,NOVATE MILANESE CHIESA,0
MI386,Network - Device,43019,sys:net:dev,0.928,0.076,CPE2,0.07,17.562,Branch,DNI-3,174659.447,18,48,0.174,100000000,250058.166,0,48,0,0.25,1.836,Ethernet0/2/0_100,LIMBIATE DEI MILLE,0
MI386,Network - Device,43019,sys:net:dev,0.804,0.098,CPE1,0.082,17.234,Branch,DNI-3,192155.161,18,48,0.192,100000000,233024.317,0,48,0,0.232,1.075,Ethernet0/2/0_100,LIMBIATE DEI MILLE,0
MI386,Network - Device,43019,sys:net:dev,0,0,LTE,0,17.5,Branch,DNI-3,0,18,48,0,100000000,0,0,48,0,0,0,LTE,LIMBIATE DEI MILLE,0
MI134,Network - Device,54923,sys:net:dev,1.44,0.215,CPE1,0.405,24.145,ATM,A1,12149.489,33,24,0.593,2048000,16654.729,0,24,0,0.813,8.62,ATM0/2/0_100-aal5_layer,ESSELUNGA MILANO PITTERI - ATM,0
MI134,Network - Device,54923,sys:net:dev,0,0,LTE,0,24.302,ATM,A1,0,29,24,0,2048000,0,0,24,0,0,0,LTE,ESSELUNGA MILANO PITTERI - ATM,0
MI272,Network - Device,54036,sys:net:dev,0.974,0.048,CPE2,0.04,5.01,Branch,DNI-3,118076.968,6,24,0.118,100000000,175977.791,0,24,0,0.175,2.709,Ethernet0/2/0_100,ARESE,0
MI272,Network - Device,54036,sys:net:dev,1.663,0.048,CPE1,0.059,9,Branch,DNI-3,208838.625,9,24,0.208,100000000,105418.791,0,24,0,0.105,0.363,Ethernet0/2/0_100,ARESE,0
MI149,Network - Device,50069,sys:net:dev,0,0,LTE,0,0,ATM,A1,0,0,72,0,2048000,0,0,72,0,0,0,LTE,TELECOM MILANO BOSCAIOLA - ATM,0
MI539,Network - Device,27158,sys:net:dev,16.784,1.741,CPE2,1.33,10.619,Branch,DNI-2 W,304032.39,52,48,3.711,8192000,644138.645,0,48,0,7.862,54.165,Ethernet0/2/0_100,S.DONATO MILANESE METANOPOLI,0
MI539,Network - Device,27158,sys:net:dev,19.919,1.448,CPE1,1.66,10.281,Branch,DNI-2 W,333111.307,47,48,4.066,8192000,546518.468,0,48,0,6.671,50.339,Ethernet0/2/0_100,S.DONATO MILANESE METANOPOLI,0
MI539,Network - Device,27158,sys:net:dev,0,0,LTE,0,9.812,Branch,DNI-2 W,0,43,48,0,8192000,0,0,48,0,0,0,LTE,S.DONATO MILANESE METANOPOLI,0
MI252,Network - Device,38038,sys:net:dev,1.067,0.102,CPE2,0.075,6.006,Branch,DNI-3,239610.513,7,72,0.239,100000000,467647.315,0,72,0,0.467,1.739,Ethernet0/2/0_100,MELEGNANO SOLFERINO,0
MI252,Network - Device,38038,sys:net:dev,1.085,0.122,CPE1,0.113,22.253,Branch,DNI-3,269811.211,28,72,0.269,100000000,355656.152,0,72,0,0.355,2.837,Ethernet0/2/0_100,MELEGNANO SOLFERINO,0
MI252,Network - Device,38038,sys:net:dev,0,0,LTE,0,22.461,Branch,DNI-3,0,26,72,0,100000000,0,0,72,0,0,0,LTE,MELEGNANO SOLFERINO,0
MI180,Network - Device,25494,sys:net:dev,2.184,0.105,CPE2,0.075,18.239,Branch,DNI-3,514033.312,23,24,0.514,100000000,869679.937,0,24,0,0.869,4.623,Ethernet0/2/0_100,LEGNANO SAN MAGNO,0
MI180,Network - Device,25494,sys:net:dev,3.118,0.175,CPE1,0.184,18.572,Branch,DNI-3,758583.447,23,24,0.758,100000000,1097477.145,0,24,0,1.097,5.066,Ethernet0/2/0_100,LEGNANO SAN MAGNO,0
MI180,Network - Device,25494,sys:net:dev,0,0,LTE,0,18.208,Branch,DNI-3,0,21,24,0,100000000,0,0,24,0,0,0,LTE,LEGNANO SAN MAGNO,0
MI151,Network - Device,39702,sys:net:dev,3.368,0.14,CPE2,0.115,14.109,Branch,DNI-3,346499.489,19,48,0.346,100000000,561611.583,0,48,0,0.561,4.263,Ethernet0/2/0_100,ABBIATEGRASSO,0
MI151,Network - Device,39702,sys:net:dev,2.519,0.131,CPE1,0.123,14.854,Branch,DNI-3,345137.973,18,48,0.345,100000000,400921.687,0,48,0,0.4,2.706,Ethernet0/2/0_100,ABBIATEGRASSO,0
MI151,Network - Device,39702,sys:net:dev,0,0,LTE,0,18.041,Branch,DNI-3,0,22,48,0,100000000,0,0,48,0,0,0,LTE,ABBIATEGRASSO,0
MI315,Network - Device,50455,sys:net:dev,1.733,0.112,CPE2,0.061,6.138,Branch,DNI-3,153923.513,9,72,0.153,100000000,414037.347,0,72,0,0.414,6.094,Ethernet0/2/0_100,MILANO CORRADINO D'ASCANIO,0
MI315,Network - Device,50455,sys:net:dev,1.35,0.068,CPE1,0.059,7.041,Branch,DNI-3,150944.652,13,72,0.15,100000000,191235.038,0,72,0,0.191,3.182,Ethernet0/2/0_100,MILANO CORRADINO D'ASCANIO,0
MI315,Network - Device,50455,sys:net:dev,0,0,LTE,0,6.774,Branch,DNI-3,0,20,72,0,100000000,0,0,72,0,0,0,LTE,MILANO CORRADINO D'ASCANIO,0
MI302,Network - Device,50329,sys:net:dev,0.83,0.064,CPE2,0.039,7.02,Branch,DNI-3,104858.395,9,24,0.104,100000000,149822.01,0,24,0,0.149,0.866,Ethernet0/2/0_100,PAULLO,0
MI302,Network - Device,50329,sys:net:dev,0.828,0.107,CPE1,0.084,6.135,Branch,DNI-3,194815.76,10,24,0.194,100000000,214836.322,0,24,0,0.214,1.115,Ethernet0/2/0_100,PAULLO,0
MI302,Network - Device,50329,sys:net:dev,0,0,LTE,0,6.062,Branch,DNI-3,0,10,24,0,100000000,0,0,24,0,0,0,LTE,PAULLO,0
MI406,Network - Device,49564,sys:net:dev,16.216,1.708,CPE2,1.216,5.145,Branch,DNI-2,278947.156,55,48,3.405,8192000,429941.911,0,48,0,5.248,22.05,Ethernet0/2/0_100,MILANO CORSO SEMPIONE,0
MI406,Network - Device,49564,sys:net:dev,19.283,1.488,CPE1,1.435,7.562,Branch,DNI-2,331274.687,51,48,4.043,8192000,472827.473,0,48,0,5.771,49.526,GigabitEthernet0/0/0_100,MILANO CORSO SEMPIONE,0
MI406,Network - Device,49564,sys:net:dev,0.268,0.246,LTE,0.239,44.958,Branch,DNI-2,19639.458,52,48,0.239,8192000,20223.078,0,48,0,0.246,0.26,LTE,MILANO CORSO SEMPIONE,0
MI383,Network - Device,36895,sys:net:dev,6.892,0.568,CPE2,0.487,2.052,Branch,DNI-4,111261.847,6,72,1.112,10000000,273535.493,0,72,0,2.735,33.63,GigabitEthernet0/0/0_100,MILANO S.BABILA,0
MI383,Network - Device,36895,sys:net:dev,32.191,0.881,CPE1,1.028,2.135,Branch,DNI-4,263509.114,9,72,2.635,10000000,356330.715,0,72,0,3.563,59.834,GigabitEthernet0/0/0_100,MILANO S.BABILA,0
MI383,Network - Device,36895,sys:net:dev,0,0,LTE,0,2.145,Branch,DNI-4,0,6,72,0,10000000,0,0,72,0,0,0,LTE,MILANO S.BABILA,0
MI432,Network - Device,40992,sys:net:dev,0.68,0.064,CPE2,0.064,7.197,Branch,DNI-3,116707.083,9,24,0.116,100000000,195815.177,0,24,0,0.195,2.304,Ethernet0/2/0_100,CARATE BRIANZA,0
MI432,Network - Device,40992,sys:net:dev,0.801,0.083,CPE1,0.073,6.854,Branch,DNI-3,138364.156,8,24,0.138,100000000,197093.208,0,24,0,0.197,2.865,Ethernet0/2/0_100,CARATE BRIANZA,0
MI432,Network - Device,40992,sys:net:dev,0,0,LTE,0,7.166,Branch,DNI-3,0,9,24,0,100000000,0,0,24,0,0,0,LTE,CARATE BRIANZA,0
MI411,Network - Device,70434,sys:net:dev,61.743,1.271,CPE2,1.271,26.468,Branch,DNI-2,711715.072,194,24,8.687,8192000,1326056.562,0,24,0,16.187,68.478,GigabitEthernet0/0/0,MILANO CARDUCCI,0
MI411,Network - Device,70434,sys:net:dev,57.986,1.961,CPE1,2.165,4.927,Branch,DNI-2,957431.968,24,24,11.687,8192000,1671316.927,0,24,0,20.401,91.092,Ethernet0/2/0_100,MILANO CARDUCCI,0
MI411,Network - Device,70434,sys:net:dev,0.068,0.063,LTE,0.06,74.77,Branch,DNI-2,4969.312,102,24,0.06,8192000,5188.125,0,24,0,0.063,0.068,LTE,MILANO CARDUCCI,0
MI106,Network - Device,35107,sys:net:dev,14.337,0.773,CPE2,0.501,4.444,Branch,DNI-2 W,138526.399,66,72,1.69,8192000,217799.815,0,72,0,2.658,46.926,Ethernet0/2/0_100,MILANO WASHINGTON,0
MI106,Network - Device,35107,sys:net:dev,31.066,1.147,CPE1,1.278,4.326,Branch,DNI-2 W,283486.243,45,72,3.46,8192000,335187.795,0,72,0,4.091,62.286,Ethernet0/2/0_100,MILANO WASHINGTON,0
MI106,Network - Device,35107,sys:net:dev,0,0,LTE,0,4.524,Branch,DNI-2 W,0,56,72,0,8192000,0,0,72,0,0,0,LTE,MILANO WASHINGTON,0
MI237,Network - Device,25253,sys:net:dev,0.806,0.056,CPE2,0.038,6.005,Branch,DNI-3,137700.276,7,48,0.137,100000000,191695.656,0,48,0,0.191,1.229,Ethernet0/2/0_100,MUGGIO',0
MI237,Network - Device,25253,sys:net:dev,2.051,0.087,CPE1,0.088,6.036,Branch,DNI-3,200620.546,10,48,0.2,100000000,279723.859,0,48,0,0.279,4.359,Ethernet0/2/0_100,MUGGIO',0
MI237,Network - Device,25253,sys:net:dev,0,0,LTE,0,6.02,Branch,DNI-3,0,8,48,0,100000000,0,0,48,0,0,0,LTE,MUGGIO',0
MI345,Network - Device,50219,sys:net:dev,14.937,0.685,CPE2,0.481,2.041,Branch,DNI-4,315690.822,13,24,3.156,10000000,1068722.052,0,24,0,10.687,72.159,GigabitEthernet0/0/0_100,MILANO S. CAMILLO DE LELLIS,0
MI345,Network - Device,50219,sys:net:dev,97.582,1.111,CPE1,1.049,4.833,Branch,DNI-4,1001754.427,107,24,10.017,10000000,1076673.51,0,24,0,10.766,56.387,GigabitEthernet0/0/0_100,MILANO S. CAMILLO DE LELLIS,0
MI345,Network - Device,50219,sys:net:dev,0,0,LTE,0,3.968,Branch,DNI-4,0,46,24,0,10000000,0,0,24,0,0,0,LTE,MILANO S. CAMILLO DE LELLIS,0
MI207,Network - Device,52139,sys:net:dev,13.909,2.46,CPE2,0.953,2.125,Branch,DNI-5,578749.604,9,24,2.893,20000000,1208391.635,0,24,0,6.041,31.84,GigabitEthernet0/0/0,SEREGNO UMBERTO I,0
MI207,Network - Device,52139,sys:net:dev,15.241,0.844,CPE1,0.94,2.135,Branch,DNI-5,606851.677,9,24,3.034,20000000,803201.854,0,24,0,4.016,15.572,GigabitEthernet0/0/0,SEREGNO UMBERTO I,0
MI207,Network - Device,52139,sys:net:dev,0,0,LTE,0,2.208,Branch,DNI-5,0,9,24,0,20000000,0,0,24,0,0,0,LTE,SEREGNO UMBERTO I,0
MI306,Network - Device,70062,sys:net:dev,0.854,0.089,CPE2,0.078,6.066,Branch,DNI-3,151917.775,9,30,0.152,100000000,300414.408,0,30,0,0.3,2.798,Ethernet0/2/0_100,TREZZANO SUL NAVIGLIO DA VINCI,0
MI306,Network - Device,70062,sys:net:dev,0.406,0.097,CPE1,0.097,6.091,Branch,DNI-3,152079.6,9,30,0.152,100000000,173996.3,0,30,0,0.174,0.584,Ethernet0/2/0_100,TREZZANO SUL NAVIGLIO DA VINCI,0
MI306,Network - Device,70062,sys:net:dev,0,0,LTE,0,6.95,Branch,DNI-3,0,8,30,0,100000000,0,0,30,0,0,0,LTE,TREZZANO SUL NAVIGLIO DA VINCI,0
MI197,Network - Device,40882,sys:net:dev,24.42,1.28,CPE2,1.077,4.197,Branch,DNI-4,407911.51,7,24,4.079,10000000,1006612.166,0,24,0,10.066,63.95,GigabitEthernet0/0/0_100,RHO CORSO EUROPA,0
MI197,Network - Device,40882,sys:net:dev,40.478,2.203,CPE1,2.448,2.385,Branch,DNI-4,890502.166,6,24,8.905,10000000,1182056.843,0,24,0,11.82,64.834,GigabitEthernet0/0/0_100,RHO CORSO EUROPA,0
MI197,Network - Device,40882,sys:net:dev,0,0,LTE,0,2.583,Branch,DNI-4,0,9,24,0,10000000,0,0,24,0,0,0,LTE,RHO CORSO EUROPA,0
MI473,Network - Device,48051,sys:net:dev,3.388,0.456,CPE1,0.642,15.256,ATM,A1,19772.343,128,72,0.965,2048000,80567.836,0,72,0,3.933,55.833,ATM0/2/0_100-aal5_layer,LIMBIATE (MI) CENTRO COMM.LE CARREFOUR (3 ATM),0
MI473,Network - Device,48051,sys:net:dev,0,0,LTE,0,14.843,ATM,A1,0,134,72,0,2048000,0,0,72,0,0,0,LTE,LIMBIATE (MI) CENTRO COMM.LE CARREFOUR (3 ATM),0
MI319,Network - Device,55479,sys:net:dev,0.649,0.07,CPE2,0.062,6.114,Branch,DNI-3,132184.328,13,48,0.132,100000000,203039.031,0,48,0,0.203,1.282,Ethernet0/2/0_100,VITTUONE,0
MI319,Network - Device,55479,sys:net:dev,0.976,0.069,CPE1,0.071,6.343,Branch,DNI-3,195113.385,27,48,0.195,100000000,291934.885,0,48,0,0.291,1.791,Ethernet0/2/0_100,VITTUONE,0
MI319,Network - Device,55479,sys:net:dev,0,0,LTE,0,6.255,Branch,DNI-3,0,15,48,0,100000000,0,0,48,0,0,0,LTE,VITTUONE,0
MI311,Network - Device,42807,sys:net:dev,14.222,1.194,CPE2,0.914,9.192,Branch,DNI-2,215418.01,13,48,2.629,8192000,363154.593,0,48,0,4.433,28.984,Ethernet0/2/0_100,LACCHIARELLA,0
MI311,Network - Device,42807,sys:net:dev,12.138,1.336,CPE1,1.104,6.244,Branch,DNI-2,231230.5,8,48,2.822,8192000,315557.593,0,48,0,3.852,39.772,Ethernet0/2/0_100,LACCHIARELLA,0
MI311,Network - Device,42807,sys:net:dev,0,0,LTE,0,6.036,Branch,DNI-2,0,7,48,0,8192000,0,0,48,0,0,0,LTE,LACCHIARELLA,0
MI434,Network - Device,64696,sys:net:dev,29.856,3.097,CPE2,1.799,5.218,Branch,DNI-2,391154.916,28,24,4.774,8192000,637274.593,0,24,0,7.779,42.355,GigabitEthernet0/0/0_100,MILANO BUONARROTI,0
MI434,Network - Device,64696,sys:net:dev,43.044,1.609,CPE1,1.632,4.677,Branch,DNI-2,447808.385,61,24,5.466,8192000,549526.062,0,24,0,6.708,43.005,Ethernet0/2/0_100,MILANO BUONARROTI,0
MI434,Network - Device,64696,sys:net:dev,0.08,0.063,LTE,0.061,66.197,Branch,DNI-2,5118.239,107,24,0.062,8192000,5261.739,0,24,0,0.064,0.07,LTE,MILANO BUONARROTI,0
MI334,Network - Device,52281,sys:net:dev,0.945,0.069,CPE2,0.047,6.281,Branch,DNI-3,199698.395,7,24,0.199,100000000,292739.947,0,24,0,0.292,1.621,Ethernet0/2/0_100,CASSANO D'ADDA,0
MI334,Network - Device,52281,sys:net:dev,1.578,0.112,CPE1,0.13,6.239,Branch,DNI-3,319277.895,9,24,0.319,100000000,428749.114,0,24,0,0.428,3.414,Ethernet0/2/0_100,CASSANO D'ADDA,0
MI334,Network - Device,52281,sys:net:dev,0,0,LTE,0,7.187,Branch,DNI-3,0,11,24,0,100000000,0,0,24,0,0,0,LTE,CASSANO D'ADDA,0
MI107,Network - Device,23865,sys:net:dev,1.722,0.104,CPE2,0.071,8.916,Branch,DNI-3,279832.13,12,48,0.279,100000000,558792.234,0,48,0,0.558,6.148,Ethernet0/2/0_100,MILANO MONTECENERI,0
MI107,Network - Device,23865,sys:net:dev,1.779,0.102,CPE1,0.108,5.093,Branch,DNI-3,303960.27,12,48,0.303,100000000,406384.968,0,48,0,0.406,2.171,Ethernet0/2/0_100,MILANO MONTECENERI,0
MI107,Network - Device,23865,sys:net:dev,0,0,LTE,0,5.067,Branch,DNI-3,0,7,48,0,100000000,0,0,48,0,0,0,LTE,MILANO MONTECENERI,0
MI475,Network - Device,30267,sys:net:dev,0,0,CPE2,0,0,Main Building,DNI-8,0,0,24,0,100000000,0,0,24,0,0,0,GigabitEthernet0/0/0,MILANO DURANTE HOLDING,0
MI310,Network - Device,44094,sys:net:dev,2.065,0.048,CPE2,0.038,6.031,Branch,DNI-3,150335.687,31,24,0.15,100000000,246799.739,0,24,0,0.246,3.029,Ethernet0/2/0_100,TREZZO SULL'ADDA GRAMSCI,0
MI310,Network - Device,44094,sys:net:dev,0.564,0.081,CPE1,0.086,13.072,Branch,DNI-3,193145.333,130,24,0.193,100000000,256715.781,0,24,0,0.256,1.098,Ethernet0/2/0_100,TREZZO SULL'ADDA GRAMSCI,0
MI310,Network - Device,44094,sys:net:dev,0,0,LTE,0,11.802,Branch,DNI-3,0,28,24,0,100000000,0,0,24,0,0,0,LTE,TREZZO SULL'ADDA GRAMSCI,0
MI135,Network - Device,26817,sys:net:dev,0,0,CPE1,0,190.208,ATM,A1,0,779,24,0,2048000,0,0,24,0,0,0,ATM0/2/0_100-aal5_layer,ESSELUNGA MILANO DE ANGELIS - ATM,0
MI135,Network - Device,26817,sys:net:dev,1.196,0.257,LTE,0.287,32.937,ATM,A1,7706.25,39,24,0.376,2048000,11358.239,0,24,0,0.554,8.588,LTE,ESSELUNGA MILANO DE ANGELIS - ATM,0
MI165,Network - Device,52423,sys:net:dev,1.338,0.157,CPE2,0.113,5.145,Branch,DNI-3,317020.864,11,24,0.317,100000000,594645.333,0,24,0,0.594,6.043,Ethernet0/2/0_100,CINISELLO BALSAMO LIBERTA',0
MI165,Network - Device,52423,sys:net:dev,1.66,0.118,CPE1,0.134,6.031,Branch,DNI-3,317225.552,9,24,0.317,100000000,419394.312,0,24,0,0.419,4.525,Ethernet0/2/0_100,CINISELLO BALSAMO LIBERTA',0
MI165,Network - Device,52423,sys:net:dev,0,0,LTE,0,6.333,Branch,DNI-3,0,9,24,0,100000000,0,0,24,0,0,0,LTE,CINISELLO BALSAMO LIBERTA',0
MI159,Network - Device,39623,sys:net:dev,0.485,0.079,CPE2,0.056,5,Branch,DNI-3,105311.364,5,24,0.105,100000000,177109.916,0,24,0,0.177,0.968,Ethernet0/2/0_100,BARANZATE,0
MI159,Network - Device,39623,sys:net:dev,0.81,0.078,CPE1,0.092,16,Branch,DNI-3,195598.52,16,24,0.195,100000000,283359.197,0,24,0,0.283,2.947,Ethernet0/2/0_100,BARANZATE,0
MI159,Network - Device,39623,sys:net:dev,0,0,LTE,0,16.01,Branch,DNI-3,0,17,24,0,100000000,0,0,24,0,0,0,LTE,BARANZATE,0
MI226,Network - Device,55244,sys:net:dev,0.29,0.361,CPE2,0.088,6.01,Branch,DNI-3,126442.927,7,24,0.126,100000000,452072.718,0,24,0,0.452,0.882,Ethernet0/2/0_100,BUCCINASCO,0
MI226,Network - Device,55244,sys:net:dev,0.868,0.106,CPE1,0.098,13.052,Branch,DNI-3,233901.76,16,24,0.233,100000000,306755.645,0,24,0,0.306,2.976,Ethernet0/2/0_100,BUCCINASCO,0
MI226,Network - Device,55244,sys:net:dev,0,0,LTE,0,13.031,Branch,DNI-3,0,16,24,0,100000000,0,0,24,0,0,0,LTE,BUCCINASCO,0
MI118,Network - Device,45389,sys:net:dev,13.323,1.279,CPE2,1.076,4.973,Branch,DNI-2,222762.723,25,48,2.719,8192000,386886.494,0,48,0,4.722,20.685,GigabitEthernet0/0/0_100,MILANO PIAZZA NAPOLI,0
MI118,Network - Device,45389,sys:net:dev,28.741,1.463,CPE1,1.152,6.135,Branch,DNI-2,302562.239,34,48,3.693,8192000,559726.38,0,48,0,6.832,55.623,GigabitEthernet0/0/0_100,MILANO PIAZZA NAPOLI,0
MI118,Network - Device,45389,sys:net:dev,0,0,LTE,0,5.776,Branch,DNI-2,0,27,48,0,8192000,0,0,48,0,0,0,LTE,MILANO PIAZZA NAPOLI,0
MI210,Network - Device,26575,sys:net:dev,2.132,0.168,CPE2,0.123,5.312,Branch,DNI-3,384056.125,9,24,0.384,100000000,745071.593,0,24,0,0.745,5.613,Ethernet0/2/0_100,SESTO S.GIOVANNI BREDA,0
MI210,Network - Device,26575,sys:net:dev,2.159,0.11,CPE1,0.128,5.218,Branch,DNI-3,408215.666,12,24,0.408,100000000,731932.885,0,24,0,0.731,9.33,Ethernet0/2/0_100,SESTO S.GIOVANNI BREDA,0
MI210,Network - Device,26575,sys:net:dev,0,0,LTE,0,5.666,Branch,DNI-3,0,8,24,0,100000000,0,0,24,0,0,0,LTE,SESTO S.GIOVANNI BREDA,0
MI421,Network - Device,27216,sys:net:dev,24.886,1.392,CPE2,1.191,2.5,Branch,DNI-5,1267767.062,30,24,6.338,20000000,3046763.166,0,24,0,15.233,81.624,GigabitEthernet0/0/0_100,MONZA CAVALLOTTI A,0
MI421,Network - Device,27216,sys:net:dev,37.061,1.147,CPE1,1.122,2.02,Branch,DNI-5,1594563.833,9,24,7.972,20000000,3949311.072,0,24,0,19.746,90.536,GigabitEthernet0/0/0_100,MONZA CAVALLOTTI A,0
MI421,Network - Device,27216,sys:net:dev,0,0,LTE,0,2.614,Branch,DNI-5,0,10,24,0,20000000,0,0,24,0,0,0,LTE,MONZA CAVALLOTTI A,0
MI317,Network - Device,21974,sys:net:dev,1.258,0.079,CPE2,0.058,7.121,Branch,DNI-3,128166.767,27,72,0.128,100000000,239543.5,0,72,0,0.239,3.479,Ethernet0/2/0_100,BIASSONO,0
MI317,Network - Device,21974,sys:net:dev,0.84,0.09,CPE1,0.088,8.982,Branch,DNI-3,185481.177,9,72,0.185,100000000,267150.163,0,72,0,0.267,4.105,Ethernet0/2/0_100,BIASSONO,0
MI317,Network - Device,21974,sys:net:dev,0,0,LTE,0,9.055,Branch,DNI-3,0,13,72,0,100000000,0,0,72,0,0,0,LTE,BIASSONO,0
MI261,Network - Device,43734,sys:net:dev,0.475,0.084,CPE2,0.065,6.031,Branch,DNI-3,110066.822,9,48,0.11,100000000,179569.593,0,48,0,0.179,0.883,Ethernet0/2/0_100,BRESSO,0
MI261,Network - Device,43734,sys:net:dev,1.159,0.164,CPE1,0.123,6.057,Branch,DNI-3,198011.802,13,48,0.198,100000000,300057.104,0,48,0,0.3,3.145,Ethernet0/2/0_100,BRESSO,0
MI261,Network - Device,43734,sys:net:dev,0,0,LTE,0,6.026,Branch,DNI-3,0,9,48,0,100000000,0,0,48,0,0,0,LTE,BRESSO,0
MI230,Network - Device,47062,sys:net:dev,0.341,0.075,CPE2,0.052,6,Branch,DNI-3,97990.187,6,24,0.098,100000000,171528.958,0,24,0,0.171,0.779,Ethernet0/2/0_100,DESIO,0
MI230,Network - Device,47062,sys:net:dev,0.736,0.121,CPE1,0.101,6.031,Branch,DNI-3,213111.083,7,24,0.213,100000000,259369.322,0,24,0,0.259,2.499,Ethernet0/2/0_100,DESIO,0
MI230,Network - Device,47062,sys:net:dev,0,0,LTE,0,6.02,Branch,DNI-3,0,7,24,0,100000000,0,0,24,0,0,0,LTE,DESIO,0
MI195,Network - Device,47190,sys:net:dev,1.002,0.077,CPE2,0.045,9.451,Branch,DNI-3,126037.479,17,72,0.126,100000000,246487.263,0,72,0,0.246,4.038,Ethernet0/2/0_100,PARABIAGO,0
MI195,Network - Device,47190,sys:net:dev,1.43,0.107,CPE1,0.111,8.02,Branch,DNI-3,242939.986,12,72,0.242,100000000,328253.329,0,72,0,0.328,3.522,Ethernet0/2/0_100,PARABIAGO,0
MI195,Network - Device,47190,sys:net:dev,0,0,LTE,0,8.104,Branch,DNI-3,0,12,72,0,100000000,0,0,72,0,0,0,LTE,PARABIAGO,0
MI200,Network - Device,53209,sys:net:dev,1.733,0.421,CPE1,0.601,9.642,ATM,A1,13313.67,35,72,0.65,2048000,12805.94,0,72,0,0.625,18.103,Ethernet0/2/0_100,TELECOM ROZZANO - ATM,0
MI200,Network - Device,53209,sys:net:dev,0,0,LTE,0,9.35,ATM,A1,0,37,72,0,2048000,0,0,72,0,0,0,LTE,TELECOM ROZZANO - ATM,0
MI227,Network - Device,28890,sys:net:dev,0.947,0.072,CPE2,0.044,16,Branch,DNI-3,161940.979,16,24,0.161,100000000,279769.812,0,24,0,0.279,1.6,Ethernet0/2/0_100,BRUGHERIO,0
MI227,Network - Device,28890,sys:net:dev,0.667,0.059,CPE1,0.053,16,Branch,DNI-3,122151.885,16,24,0.122,100000000,162486.01,0,24,0,0.162,1.261,Ethernet0/2/0_100,BRUGHERIO,0
MI227,Network - Device,28890,sys:net:dev,0,0,LTE,0,16.041,Branch,DNI-3,0,17,24,0,100000000,0,0,24,0,0,0,LTE,BRUGHERIO,0
MI194,Network - Device,52570,sys:net:dev,0.838,0.128,CPE2,0.091,5.842,Branch,DNI-3,191967.689,7,54,0.191,100000000,559042.851,0,54,0,0.559,3.747,Ethernet0/2/0_100,PADERNO DUGNANO ROTONDI,0
