entname,enttypename,entid,enttypeid,byif_out_util_max,byif_in_util_pct10,byif_name,byif_out_util_pct10,byif_latency_c_avg,description,byif_com_speed_c,byif_out_bit_rate,byif_latency_c_max,byif_out_util_count,byif_out_util_avg,byif_bandwidth,byif_in_bit_rate,byif_errors_c,byif_in_util_count,byif_in_error_c,byif_in_util_avg,byif_in_util_max,byif_desc,location_site,byif_out_error_c
MI194,Network - Device,52570,sys:net:dev,1.131,0.112,CPE1,0.104,18.06,Branch,DNI-3,184225.185,19,54,0.184,100000000,315867.208,0,54,0,0.315,10.749,Ethernet0/2/0_100,PADERNO DUGNANO ROTONDI,0
MI194,Network - Device,52570,sys:net:dev,0,0,LTE,0,19.004,Branch,DNI-3,0,20,54,0,100000000,0,0,54,0,0,0,LTE,PADERNO DUGNANO ROTONDI,0
MI388,Network - Device,26076,sys:net:dev,7.775,1.189,CPE2,1.155,5.927,Branch,DNI-2,196979.77,25,48,2.404,8192000,450851.578,0,48,0,5.503,47.007,GigabitEthernet0/0/0_100,MILANO PONZIO,0
MI388,Network - Device,26076,sys:net:dev,9.663,1.113,CPE1,1.131,5.203,Branch,DNI-2,199646.682,23,48,2.437,8192000,238891.062,0,48,0,2.916,24.88,GigabitEthernet0/0/0_100,MILANO PONZIO,0
MI388,Network - Device,26076,sys:net:dev,0,0,LTE,0,5.005,Branch,DNI-2,0,19,48,0,8192000,0,0,48,0,0,0,LTE,MILANO PONZIO,0
MI216,Network - Device,24669,sys:net:dev,2.12,0.1,CPE2,0.085,6.062,Branch,DNI-3,311594.208,10,24,0.311,100000000,526557.093,0,24,0,0.526,4.229,Ethernet0/2/0_100,VIMERCATE VITTORIO EMANUELE,0
MI216,Network - Device,24669,sys:net:dev,1.458,0.084,CPE1,0.108,16.447,Branch,DNI-3,315887.718,17,24,0.315,100000000,442568.458,0,24,0,0.442,2.115,Ethernet0/2/0_100,VIMERCATE VITTORIO EMANUELE,0
MI216,Network - Device,24669,sys:net:dev,0,0,LTE,0,17.041,Branch,DNI-3,0,20,24,0,100000000,0,0,24,0,0,0,LTE,VIMERCATE VITTORIO EMANUELE,0
MI122,Network - Device,48991,sys:net:dev,13.581,0.171,CPE2,0.156,1.076,Branch,DNI-7,1354922.312,4,72,2.258,60000000,2591804.583,0,72,0,4.319,50.065,GigabitEthernet0/0/0,MILANO MANZONI,0
MI122,Network - Device,48991,sys:net:dev,21.504,0.176,CPE1,0.226,1.121,Branch,DNI-7,1294430.322,10,72,2.157,60000000,2131815.083,0,72,0,3.553,57.842,GigabitEthernet0/0/0,MILANO MANZONI,0
MI122,Network - Device,48991,sys:net:dev,0,0,LTE,0,1.746,Branch,DNI-7,0,18,72,0,60000000,0,0,72,0,0,0,LTE,MILANO MANZONI,0
MI540,Network - Device,50144,sys:net:dev,5.203,0.23,CPE2,0.145,1.562,Branch,DNI-8,928522.781,7,24,0.928,100000000,3744116.406,0,24,0,3.744,32.862,GigabitEthernet0/0/0_100,MILANO CORDUSIO,0
MI540,Network - Device,50144,sys:net:dev,9.11,0.347,CPE1,0.314,2.25,Branch,DNI-8,2042626.937,6,24,2.042,100000000,7600150.437,0,24,0,7.6,35.561,GigabitEthernet0/0/0_100,MILANO CORDUSIO,0
MI540,Network - Device,50144,sys:net:dev,0,0,LTE,0,2.375,Branch,DNI-8,0,7,24,0,100000000,0,0,24,0,0,0,LTE,MILANO CORDUSIO,0
MI177,Network - Device,51809,sys:net:dev,2.055,0.428,CPE1,0.639,27.937,ATM,A1,14551.01,69,24,0.71,2048000,13119.156,0,24,0,0.64,8.783,ATM0/2/0_100-aal5_layer,WORGHINTON DESIO - ATM,0
MI177,Network - Device,51809,sys:net:dev,0,0,LTE,0,29.145,ATM,A1,0,98,24,0,2048000,0,0,24,0,0,0,LTE,WORGHINTON DESIO - ATM,0
MI157,Network - Device,51041,sys:net:dev,1.446,0.234,CPE2,0.113,5.552,Branch,DNI-3,314915.281,12,24,0.314,100000000,567570.385,0,24,0,0.567,3.459,Ethernet0/2/0_100,BOLLATE MARX,0
MI157,Network - Device,51041,sys:net:dev,2.188,0.115,CPE1,0.12,12.572,Branch,DNI-3,345832.989,47,24,0.345,100000000,467119.208,0,24,0,0.467,3.041,Ethernet0/2/0_100,BOLLATE MARX,0
MI157,Network - Device,51041,sys:net:dev,0,0,LTE,0,12.687,Branch,DNI-3,0,58,24,0,100000000,0,0,24,0,0,0,LTE,BOLLATE MARX,0
MI371,Network - Device,26338,sys:net:dev,15.333,1.369,CPE2,1.359,5.072,Branch,DNI-2 W,245854.406,18,24,3.001,8192000,367677.302,0,24,0,4.488,34.605,GigabitEthernet0/0/0_100,MILANO MISSORI,0
MI371,Network - Device,26338,sys:net:dev,16.423,1.524,CPE1,1.549,9.104,Branch,DNI-2 W,282408.177,15,24,3.447,8192000,341893.177,0,24,0,4.173,48.477,GigabitEthernet0/0/0,MILANO MISSORI,0
MI371,Network - Device,26338,sys:net:dev,0,0,LTE,0,9.552,Branch,DNI-2 W,0,18,24,0,8192000,0,0,24,0,0,0,LTE,MILANO MISSORI,0
MI205,Network - Device,23652,sys:net:dev,4.008,0,CPE2,0,5.288,Branch,DNI-3,524815.159,11,72,0.524,100000000,1038535.156,0,72,0,1.038,10.653,Ethernet0/2/0_100,SEGRATE I MAGGIO,0
MI205,Network - Device,23652,sys:net:dev,3.036,0.158,CPE1,0.169,7.774,Branch,DNI-3,639795.642,13,72,0.639,100000000,990434.295,0,72,0,0.99,6.821,Ethernet0/2/0_100,SEGRATE I MAGGIO,0
MI205,Network - Device,23652,sys:net:dev,0.069,0,LTE,0,8.045,Branch,DNI-3,272.152,35,72,0,100000000,497.861,0,72,0,0,0.141,LTE,SEGRATE I MAGGIO,0
MI105,Network - Device,65124,sys:net:dev,16.609,0.678,CPE2,0.492,1.13,Branch,DNI-5,465774.25,5,48,2.328,20000000,844698.302,0,48,0,4.223,29.187,GigabitEthernet0/0/0,MILANO VITTOR PISANI,0
MI105,Network - Device,65124,sys:net:dev,16.861,0.659,CPE1,0.632,1.083,Branch,DNI-5,493147.208,4,48,2.465,20000000,1078047.833,0,48,0,5.39,53.463,GigabitEthernet0/0/0,MILANO VITTOR PISANI,0
MI105,Network - Device,65124,sys:net:dev,0,0,LTE,0,1.052,Branch,DNI-5,0,4,48,0,20000000,0,0,48,0,0,0,LTE,MILANO VITTOR PISANI,0
MI264,Network - Device,35429,sys:net:dev,0.939,0.096,CPE2,0.073,7.062,Branch,DNI-3,213821.489,12,24,0.213,100000000,341358.458,0,24,0,0.341,3.188,Ethernet0/2/0_100,GORGONZOLA MONSIGNOR CAZZANIGA,0
MI264,Network - Device,35429,sys:net:dev,1.507,0.09,CPE1,0.102,6.052,Branch,DNI-3,272446.75,8,24,0.272,100000000,368588.26,0,24,0,0.368,2.198,Ethernet0/2/0_100,GORGONZOLA MONSIGNOR CAZZANIGA,0
MI264,Network - Device,35429,sys:net:dev,0,0,LTE,0,7.062,Branch,DNI-3,0,12,24,0,100000000,0,0,24,0,0,0,LTE,GORGONZOLA MONSIGNOR CAZZANIGA,0
MI338,Network - Device,68327,sys:net:dev,0.453,0.084,CPE2,0.074,18,Branch,DNI-3,134826.633,18,30,0.134,100000000,199427.2,0,30,0,0.199,0.754,Ethernet0/2/0_100,MAGENTA GARIBALDI,0
MI338,Network - Device,68327,sys:net:dev,1.382,0.08,CPE1,0.09,18.2,Branch,DNI-3,189655.058,19,30,0.189,100000000,278369.575,0,30,0,0.278,2.864,Ethernet0/2/0_100,MAGENTA GARIBALDI,0
MI338,Network - Device,68327,sys:net:dev,0,0,LTE,0,19,Branch,DNI-3,0,19,30,0,100000000,0,0,30,0,0,0,LTE,MAGENTA GARIBALDI,0
MI204,Network - Device,50662,sys:net:dev,1.165,0.035,CPE2,0.039,17.666,Branch,DNI-3,174590.125,19,24,0.174,100000000,226739.854,0,24,0,0.226,2.716,Ethernet0/2/0_100,SAN GIULIANO MILANESE,0
MI204,Network - Device,50662,sys:net:dev,0.928,0.074,CPE1,0.086,18.052,Branch,DNI-3,238126.302,22,24,0.238,100000000,302285.645,0,24,0,0.302,2.085,Ethernet0/2/0_100,SAN GIULIANO MILANESE,0
MI204,Network - Device,50662,sys:net:dev,0,0,LTE,0,18.01,Branch,DNI-3,0,19,24,0,100000000,0,0,24,0,0,0,LTE,SAN GIULIANO MILANESE,0
MI196,Network - Device,28390,sys:net:dev,3.251,0.099,CPE2,0.077,8.708,Branch,DNI-3,313825.027,19,72,0.313,100000000,441777.833,0,72,0,0.441,3.366,Ethernet0/2/0_100,PESCHIERA BORROMEO,0
MI196,Network - Device,28390,sys:net:dev,3.948,0.113,CPE1,0.101,14.059,Branch,DNI-3,514399.378,16,72,0.514,100000000,616437.597,0,72,0,0.616,5.914,Ethernet0/2/0_100,PESCHIERA BORROMEO,0
MI196,Network - Device,28390,sys:net:dev,0,0,LTE,0,14.215,Branch,DNI-3,0,16,72,0,100000000,0,0,72,0,0,0,LTE,PESCHIERA BORROMEO,0
MI208,Network - Device,66027,sys:net:dev,7.3,0.796,CPE2,1.004,7.291,Branch,DNI-2,164466.406,13,24,2.007,8192000,243704.25,0,24,0,2.974,19.675,Ethernet0/2/0_100,SEREGNO DEL POZZO - UPB,0
MI208,Network - Device,66027,sys:net:dev,2.22,0.725,CPE1,0.735,4.031,Branch,DNI-2,81493.895,5,24,0.994,8192000,75887.375,0,24,0,0.926,1.931,Ethernet0/2/0_100,SEREGNO DEL POZZO - UPB,0
MI208,Network - Device,66027,sys:net:dev,0,0,LTE,0,4.145,Branch,DNI-2,0,7,24,0,8192000,0,0,24,0,0,0,LTE,SEREGNO DEL POZZO - UPB,0
MI162,Network - Device,29167,sys:net:dev,1.148,0.083,CPE2,0.06,26.927,Branch,DNI-3,214765.26,223,24,0.214,100000000,437495,0,24,0,0.437,1.918,Ethernet0/2/0_100,CERNUSCO SUL NAVIGLIO ASSUNTA,0
MI162,Network - Device,29167,sys:net:dev,1.839,0.104,CPE1,0.11,5.062,Branch,DNI-3,329892.781,7,24,0.329,100000000,1628563.718,0,24,0,1.628,27.75,Ethernet0/2/0_100,CERNUSCO SUL NAVIGLIO ASSUNTA,0
MI162,Network - Device,29167,sys:net:dev,0,0,LTE,0,5.125,Branch,DNI-3,0,8,24,0,100000000,0,0,24,0,0,0,LTE,CERNUSCO SUL NAVIGLIO ASSUNTA,0
MI289,Network - Device,46960,sys:net:dev,1.892,0.446,CPE1,0.65,24.63,ATM,A1,14581.02,72,48,0.711,2048000,17612.916,0,48,0,0.859,17.491,ATM0/2/0_100-aal5_layer,CORBETTA MAGNETI MARELLI - ATM,0
MI289,Network - Device,46960,sys:net:dev,0,0,LTE,0,25.244,ATM,A1,0,92,48,0,2048000,0,0,48,0,0,0,LTE,CORBETTA MAGNETI MARELLI - ATM,0
MI417,Network - Device,35954,sys:net:dev,6.79,0.61,CPE2,0.572,3.6,Branch,DNI-2,109018.183,17,30,1.33,8192000,225477.491,0,30,0,2.752,17.681,Ethernet0/2/0_100,MILANO FUSINA,0
PG087,Network - Device,48028,sys:net:dev,0,0,LTE,0,30.354,Branch,DNI-3,0,31,24,0,100000000,0,0,24,0,0,0,LTE,MARSCIANO,0
MI417,Network - Device,35954,sys:net:dev,10.075,0.722,CPE1,0.868,3.658,Branch,DNI-2,146098.166,41,30,1.783,8192000,203232.058,0,30,0,2.48,21.76,Ethernet0/2/0_100,MILANO FUSINA,0
MI417,Network - Device,35954,sys:net:dev,0,0,LTE,0,3.833,Branch,DNI-2,0,56,30,0,8192000,0,0,30,0,0,0,LTE,MILANO FUSINA,0
MI337,Network - Device,50802,sys:net:dev,3.417,0.319,CPE2,0.234,2.093,Branch,DNI-6,165699.427,7,24,0.552,30000000,328971.135,0,24,0,1.096,18.098,GigabitEthernet0/0/0,MILANO VERDI,0
MI337,Network - Device,50802,sys:net:dev,2.186,0.589,CPE1,0.611,4,Branch,DNI-6,260573.125,4,24,0.868,30000000,312807.208,0,24,0,1.042,3.397,GigabitEthernet0/0/0,MILANO VERDI,0
MI337,Network - Device,50802,sys:net:dev,0,0,LTE,0,4,Branch,DNI-6,0,4,24,0,30000000,0,0,24,0,0,0,LTE,MILANO VERDI,0
MI436,Network - Device,29557,sys:net:dev,22.113,0.955,CPE2,0.601,8.982,Branch,DNI-2 W,173644.19,26,72,2.119,8192000,472616.913,0,72,0,5.769,61.599,GigabitEthernet0/0/0,MILANO ASTESANI,0
MI436,Network - Device,29557,sys:net:dev,21.342,1.436,CPE1,1.257,9.302,Branch,DNI-2 W,281081.281,28,72,3.431,8192000,475112.333,0,72,0,5.799,44.522,GigabitEthernet0/0/0,MILANO ASTESANI,0
MI436,Network - Device,29557,sys:net:dev,0,0,LTE,0,8.944,Branch,DNI-2 W,0,25,72,0,8192000,0,0,72,0,0,0,LTE,MILANO ASTESANI,0
MI173,Network - Device,46581,sys:net:dev,5.915,0.397,CPE2,0.338,1.979,Branch,DNI-7,909197.645,2,24,1.515,60000000,2084918.322,0,24,0,3.474,15.786,GigabitEthernet0/0/0_100,CORSICO CABOTO,0
MI173,Network - Device,46581,sys:net:dev,4.338,0.273,CPE1,0.308,1.656,Branch,DNI-7,768501.052,4,24,1.28,60000000,1490791.083,0,24,0,2.484,14.009,GigabitEthernet0/0/0_100,CORSICO CABOTO,0
MI173,Network - Device,46581,sys:net:dev,0,0,LTE,0,1.958,Branch,DNI-7,0,3,24,0,60000000,0,0,24,0,0,0,LTE,CORSICO CABOTO,0
MI119,Network - Device,28918,sys:net:dev,9.124,2.628,CPE2,1.255,5.961,Branch,DNI-2,208565.006,76,72,2.545,8192000,376024.288,0,72,0,4.59,18.744,Ethernet0/2/0_100,MILANO VIALE UMBRIA,0
MI119,Network - Device,28918,sys:net:dev,23.226,2.044,CPE1,1.668,5.461,Branch,DNI-2,298962.642,47,72,3.649,8192000,407822.913,0,72,0,4.978,26.46,GigabitEthernet0/0/0_100,MILANO VIALE UMBRIA,0
MI119,Network - Device,28918,sys:net:dev,0,0,LTE,0,6.118,Branch,DNI-2,0,32,72,0,8192000,0,0,72,0,0,0,LTE,MILANO VIALE UMBRIA,0
MI472,Network - Device,51065,sys:net:dev,2.498,0.595,CPE1,0.614,9.895,ATM,A1,15480.781,56,48,0.755,2048000,22339.973,0,48,0,1.09,8.974,ATM0/2/0_100-aal5_layer,CORSICO  ESSELUNGA - ATM,0
MI472,Network - Device,51065,sys:net:dev,0,0,LTE,0,9.942,ATM,A1,0,54,48,0,2048000,0,0,48,0,0,0,LTE,CORSICO  ESSELUNGA - ATM,0
MI199,Network - Device,23674,sys:net:dev,1.277,0.091,CPE2,0.082,8.713,Branch,DNI-3,261949.734,11,48,0.261,100000000,458086.26,0,48,0,0.458,3.735,Ethernet0/2/0_100,ROZZANO VIALE LOMBARDIA,0
MI199,Network - Device,23674,sys:net:dev,4.813,0.146,CPE1,0.175,7.468,Branch,DNI-3,408242.906,9,48,0.408,100000000,459464.312,0,48,0,0.459,4.324,Ethernet0/2/0_100,ROZZANO VIALE LOMBARDIA,0
MI199,Network - Device,23674,sys:net:dev,0,0,LTE,0,7.562,Branch,DNI-3,0,9,48,0,100000000,0,0,48,0,0,0,LTE,ROZZANO VIALE LOMBARDIA,0
NO036,Network - Device,65537,sys:net:dev,1.485,0.41,CPE1,0.569,60.75,ATM,A1,14472.812,84,24,0.706,2048000,17214.666,0,24,0,0.84,8.678,ATM0/2/0_100-aal5_layer,BORGOMANERO CENTRO COMM.LE ROMAGNANO SESIA GRUPPO BENNET - ATM,0
NO036,Network - Device,65537,sys:net:dev,0,0,LTE,0,65.645,ATM,A1,0,222,24,0,2048000,0,0,24,0,0,0,LTE,BORGOMANERO CENTRO COMM.LE ROMAGNANO SESIA GRUPPO BENNET - ATM,0
NO037,Network - Device,54529,sys:net:dev,1.603,0.429,CPE1,0.584,8.01,ATM,A1,13467.208,9,24,0.657,2048000,11634.302,0,24,0,0.568,4.142,ATM0/2/0_100-aal5_layer,CASTELLETTO SOPRA TICINO  CENTRO COMMERCIALE TICINO CENTER - ATM,0
NO037,Network - Device,54529,sys:net:dev,0,0,LTE,0,8.677,ATM,A1,0,24,24,0,2048000,0,0,24,0,0,0,LTE,CASTELLETTO SOPRA TICINO  CENTRO COMMERCIALE TICINO CENTER - ATM,0
PA072,Network - Device,35714,sys:net:dev,2.717,0.52,CPE2,0.54,33.801,Branch,DNI-1,26785.054,36,78,0.653,4096000,30345.945,0,78,0,0.74,11.781,Ethernet0/2/0_90,CERDA,0
PA072,Network - Device,35714,sys:net:dev,19.491,0.85,CPE1,0.996,33.368,Branch,DNI-1,50818.58,36,78,1.24,4096000,41725.346,0,78,0,1.018,5.888,Ethernet0/2/0_90,CERDA,0
PA072,Network - Device,35714,sys:net:dev,0,0,LTE,0,34.073,Branch,DNI-1,0,48,78,0,4096000,0,0,78,0,0,0,LTE,CERDA,0
PA050,Network - Device,56451,sys:net:dev,0.084,0.077,CPE2,0.043,25.003,Branch,DNI-3,46293.079,26,72,0.046,100000000,101525.427,0,72,0,0.101,0.479,Ethernet0/2/0_100,SANTA FLAVIA LA PLACA,0
PA050,Network - Device,56451,sys:net:dev,0.186,0.036,CPE1,0.045,27.34,Branch,DNI-3,47769.958,30,72,0.047,100000000,40900.774,0,72,0,0.04,0.099,Ethernet0/2/0_100,SANTA FLAVIA LA PLACA,0
PA050,Network - Device,56451,sys:net:dev,0,0,LTE,0,30.329,Branch,DNI-3,0,31,72,0,100000000,0,0,72,0,0,0,LTE,SANTA FLAVIA LA PLACA,0
PA069,Network - Device,56068,sys:net:dev,1.437,0.487,CPE1,0.677,47.883,ATM,A1,16534.95,67,30,0.807,2048000,21410.366,0,30,0,1.045,8.679,ATM0/0/0_100-aal5_layer,CINISI-PUNTA RAISI (AEROPORTO) (BDS) - ATM,0
PA069,Network - Device,56068,sys:net:dev,0,0,LTE,0,46.891,ATM,A1,0,65,30,0,2048000,0,0,30,0,0,0,LTE,CINISI-PUNTA RAISI (AEROPORTO) (BDS) - ATM,0
PA080,Network - Device,52106,sys:net:dev,4.328,1.889,CPE1,2.328,58.708,ATM,A1,25804.729,65,24,2.519,1024000,25826.416,0,24,0,2.522,18.787,ATM0/2/0_100-aal5_layer,CALTAVUTURO,0
NU003,Network - Device,40586,sys:net:dev,0.553,0.068,CPE2,0.054,23.5,Branch,DNI-3,101166.718,24,24,0.101,100000000,181596.26,0,24,0,0.181,1.445,Ethernet0/2/0_90,MACOMER,0
NU003,Network - Device,40586,sys:net:dev,0.687,0.1,CPE1,0.113,28.291,Branch,DNI-3,213908.677,30,24,0.213,100000000,295288.614,0,24,0,0.295,2.753,Ethernet0/2/0_90,MACOMER,0
NU003,Network - Device,40586,sys:net:dev,0.137,0,LTE,0,28.187,Branch,DNI-3,2064.729,44,24,0.002,100000000,1089.791,0,24,0,0.001,0.052,LTE,MACOMER,0
NO026,Network - Device,36491,sys:net:dev,1.497,0.085,CPE2,0.055,14.25,Branch,DNI-3,179225.243,15,72,0.179,100000000,487123.347,0,72,0,0.487,15.645,Ethernet0/2/0_100,ROMAGNANO SESIA,0
NO026,Network - Device,36491,sys:net:dev,2.679,0.075,CPE1,0.07,16.017,Branch,DNI-3,197461.197,19,72,0.197,100000000,308964.003,0,72,0,0.308,8.1,Ethernet0/2/0_100,ROMAGNANO SESIA,0
NO026,Network - Device,36491,sys:net:dev,0,0,LTE,0,14.013,Branch,DNI-3,0,17,72,0,100000000,0,0,72,0,0,0,LTE,ROMAGNANO SESIA,0
PA081,Network - Device,49167,sys:net:dev,2.213,0.395,CPE2,0.155,26.119,Branch,DNI-3,385770.432,27,48,0.385,100000000,1037294.026,0,48,0,1.037,5.973,Ethernet0/2/0_100,BAGHERIA FEDERICO II,0
PA081,Network - Device,49167,sys:net:dev,2.143,0.147,CPE1,0.125,28.015,Branch,DNI-3,349090.557,30,48,0.349,100000000,537669.046,0,48,0,0.537,4.272,Ethernet0/2/0_100,BAGHERIA FEDERICO II,0
PA081,Network - Device,49167,sys:net:dev,0,0,LTE,0,28.088,Branch,DNI-3,0,33,48,0,100000000,0,0,48,0,0,0,LTE,BAGHERIA FEDERICO II,0
PA032,Generic,196496,sys:gen,,,,,,,,,,,,,,,,,,,,BELMONTE MEZZAGNO,
PA083,Network - Device,32147,sys:net:dev,0.585,0.415,CPE2,0.113,28.354,Branch,DNI-3,195095.989,31,48,0.195,100000000,572792.171,0,48,0,0.572,2.503,Ethernet0/2/0_100,CINISI,0
PA083,Network - Device,32147,sys:net:dev,1.031,0.119,CPE1,0.114,33.041,Branch,DNI-3,199856.859,35,48,0.199,100000000,255597.26,0,48,0,0.255,1.588,Ethernet0/2/0_100,CINISI,0
PA083,Network - Device,32147,sys:net:dev,0,0,LTE,0,30.619,Branch,DNI-3,0,35,48,0,100000000,0,0,48,0,0,0,LTE,CINISI,0
OG001,Network - Device,32020,sys:net:dev,1.223,0.054,CPE2,0.056,25.177,Branch,DNI-3,174723.718,36,24,0.174,100000000,330831.062,0,24,0,0.33,4.589,Ethernet0/2/0_90,TORTOLI',0
OG001,Network - Device,32020,sys:net:dev,1.469,0.093,CPE1,0.086,25.083,Branch,DNI-3,231698.02,29,24,0.231,100000000,289828.958,0,24,0,0.289,2.051,Ethernet0/2/0_90,TORTOLI',0
OG001,Network - Device,32020,sys:net:dev,0.138,0,LTE,0,29.416,Branch,DNI-3,1911.937,54,24,0.001,100000000,1239.26,0,24,0,0.001,0.092,LTE,TORTOLI',0
NU006,Network - Device,50453,sys:net:dev,21.686,1.973,CPE2,1.774,36.302,Branch,DNI-1,122809.239,55,48,2.998,4096000,193192.656,0,48,0,4.716,35.846,ATM0/IMA1_1-aal5_layer,BUDONI,0
NU006,Network - Device,50453,sys:net:dev,10.245,1.858,CPE1,1.711,35.546,Branch,DNI-1,124001.166,76,48,3.027,4096000,162385.322,0,48,0,3.964,54.506,ATM0/IMA1_1-aal5_layer,BUDONI,0
NU006,Network - Device,50453,sys:net:dev,0.091,0,LTE,0,35.937,Branch,DNI-1,60.036,94,48,0.001,4096000,7.536,0,48,0,0,0.012,LTE,BUDONI,0
NA172,Network - Device,53269,sys:net:dev,2.149,0.434,CPE1,0.537,21.739,ATM,A1,15101.171,90,48,0.737,2048000,21528.369,0,48,0,1.051,18.268,ATM0/2/0_100-aal5_layer,NAPOLI POLICLINICO - PALAZZO SERVI DI MARIA - ATM,0
NA172,Network - Device,53269,sys:net:dev,0.264,0,LTE,0,32.177,ATM,A1,1084.26,43,48,0.052,2048000,1176.442,0,48,0,0.057,0.102,LTE,NAPOLI POLICLINICO - PALAZZO SERVI DI MARIA - ATM,0
NO034,Network - Device,26518,sys:net:dev,4.392,0.396,CPE2,0.1,12.135,Branch,DNI-3,430586.645,19,24,0.43,100000000,969579.739,0,24,0,0.969,7.139,Ethernet0/2/0_100,NOVARA S.FRANCESCO,0
NO034,Network - Device,26518,sys:net:dev,1.561,0.093,CPE1,0.1,35.979,Branch,DNI-3,396243,142,24,0.396,100000000,665920.864,0,24,0,0.665,4.526,Ethernet0/2/0_100,NOVARA S.FRANCESCO,0
NO034,Network - Device,26518,sys:net:dev,0,0,LTE,0,33.843,Branch,DNI-3,0,247,24,0,100000000,0,0,24,0,0,0,LTE,NOVARA S.FRANCESCO,0
NU002,Network - Device,48407,sys:net:dev,10.756,0.571,CPE2,0.391,34.468,Branch,DNI-3 (8+8),94161.911,49,48,1.149,8192000,186511.046,0,48,0,2.276,38.378,ATM0/IMA1_1-aal5_layer,BOSA,0
NU002,Network - Device,48407,sys:net:dev,9.099,0.716,CPE1,0.643,36.692,Branch,DNI-3 (8+8),130696.932,42,48,1.595,8192000,222380.791,0,48,0,2.714,44.399,ATM0/IMA1_1-aal5_layer,BOSA,0
NU002,Network - Device,48407,sys:net:dev,0.746,0,LTE,0,30.546,Branch,DNI-3 (8+8),757.677,95,48,0.009,8192000,1286.531,0,48,0,0.015,1.229,LTE,BOSA,0
NO008,Network - Device,23192,sys:net:dev,2.938,0.103,CPE2,0.077,12.135,Branch,DNI-3,375217.515,18,48,0.375,100000000,653379.755,0,48,0,0.653,9.576,Ethernet0/2/0_90,ARONA,0
NO008,Network - Device,23192,sys:net:dev,3.077,0.104,CPE1,0.099,11.125,Branch,DNI-3,425855.833,16,48,0.425,100000000,562022.192,0,48,0,0.562,4.458,Ethernet0/2/0_90,ARONA,0
NO008,Network - Device,23192,sys:net:dev,0.057,0,LTE,0,11.359,Branch,DNI-3,362.697,27,48,0,100000000,466.015,0,48,0,0,0.081,LTE,ARONA,0
NA185,Network - Device,24093,sys:net:dev,3.499,0.89,CPE1,1.201,21.875,ATM,A1,14127.416,75,24,1.379,1024000,14140.77,0,24,0,1.38,17.545,ATM0/2/0_100-aal5_layer,DI CONF SRL - ATM,0
NA185,Network - Device,24093,sys:net:dev,0,0,LTE,0,23.437,ATM,A1,0,101,24,0,1024000,0,0,24,0,0,0,LTE,DI CONF SRL - ATM,0
PA112,Network - Device,27678,sys:net:dev,8.323,0.568,CPE1,1.122,45.812,ATM,A1,29975.604,80,24,1.463,2048000,28052.562,0,24,0,1.369,9.33,ATM0/2/0_100-aal5_layer,PALERMO VIA DANTE B,0
PA111,Network - Device,47903,sys:net:dev,0.443,0.135,CPE2,0.095,45.989,Branch,DNI-3,173753.302,46,24,0.173,100000000,252545.593,0,24,0,0.252,0.838,Ethernet0/2/0_100,PALERMO AUSONIA,0
PA111,Network - Device,47903,sys:net:dev,0.687,0.117,CPE1,0.108,35.114,Branch,DNI-3,242969.927,38,24,0.243,100000000,291611.822,0,24,0,0.291,1.956,Ethernet0/2/0_100,PALERMO AUSONIA,0
PA111,Network - Device,47903,sys:net:dev,0,0,LTE,0,35,Branch,DNI-3,0,35,24,0,100000000,0,0,24,0,0,0,LTE,PALERMO AUSONIA,0
NU001,Network - Device,25633,sys:net:dev,1.018,0.102,CPE2,0.069,27.895,Branch,DNI-3,192598.072,30,24,0.192,100000000,398961.51,0,24,0,0.399,3.2,Ethernet0/2/0_90,NUORO,0
NU001,Network - Device,25633,sys:net:dev,0.834,0.099,CPE1,0.131,30.927,Branch,DNI-3,272220.239,32,24,0.272,100000000,405651.572,0,24,0,0.405,2.973,Ethernet0/2/0_90,NUORO,0
NU001,Network - Device,25633,sys:net:dev,0.244,0,LTE,0,28.687,Branch,DNI-3,3291.312,54,24,0.003,100000000,2638.208,0,24,0,0.002,0.203,LTE,NUORO,0
PA122,Network - Device,25506,sys:net:dev,1.371,0.111,CPE2,0.1,33,Branch,DNI-3,274281.26,33,24,0.274,100000000,425811.489,0,24,0,0.425,4.78,Ethernet0/2/0_100,PALERMO VIALE EMILIA,0
PA122,Network - Device,25506,sys:net:dev,1.449,0.223,CPE1,0.222,35,Branch,DNI-3,480245.604,35,24,0.48,100000000,603511.333,0,24,0,0.603,3.137,Ethernet0/2/0_100,PALERMO VIALE EMILIA,0
PA122,Network - Device,25506,sys:net:dev,0,0,LTE,0,36.364,Branch,DNI-3,0,37,24,0,100000000,0,0,24,0,0,0,LTE,PALERMO VIALE EMILIA,0
NO013,Network - Device,64930,sys:net:dev,4.043,0.232,CPE2,0.163,13.26,Branch,DNI-3,740764.739,22,24,0.74,100000000,1171813.083,0,24,0,1.171,7.061,Ethernet0/2/0_100,BORGOMANERO,0
NO013,Network - Device,64930,sys:net:dev,3.283,0.183,CPE1,0.185,14.26,Branch,DNI-3,772468.187,19,24,0.772,100000000,994929.458,0,24,0,0.994,5.871,Ethernet0/2/0_100,BORGOMANERO,0
NO013,Network - Device,64930,sys:net:dev,0,0,LTE,0,14.458,Branch,DNI-3,0,17,24,0,100000000,0,0,24,0,0,0,LTE,BORGOMANERO,0
